"Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"HMDB0006809","Nicotinate D-ribonucleoside","HMDB0006809","161234","27748","C05841",NA,"OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)[N+]1=CC(=CC=C1)C(O)=O","1"
"HMDB0006814","1D-myo-Inositol 3-phosphate","HMDB0006814","440194","18169","C04006","5223","O[C@H]1[C@H](O)[C@H](O)[C@H](OP(O)(O)=O)[C@@H](O)[C@@H]1O","1"
"HMDB0006831","3-Dehydroxycarnitine","HMDB0006831","725","16244","C05543",NA,"C[N+](C)(C)CCCC(=O)[O-]","1"
"HMDB0006832","S-Glutaryldihydrolipoamide","HMDB0006832","11953879","28391","C06157",NA,"C(CCC(=O)N)CC(CCSC(=O)CCCC(=O)O)S","1"
"HMDB0006839","24,25-Dihydrolanosterol","HMDB0006839","440560","28113","C05109",NA,"C[C@H](CCCC(C)C)[C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C","1"
"HMDB0006840","4,4-Dimethyl-5a-cholesta-8-en-3b-ol","HMDB0006840","23724604",NA,"C03541",NA,"C[C@H](CCCC(C)C)[C@H]1CCC2[C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C","1"
"HMDB0006841","5a-Cholest-8-en-3b-ol","HMDB0006841","101770","16608","C03845",NA,"C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C","1"
"HMDB0006867","S-(3-Methylbutanoyl)-dihydrolipoamide-E","HMDB0006867","440566","27462","C05119",NA,"CC(C)CC(=O)SCCC(CCCCC(=O)N)S","1"
"HMDB0006868","S-(2-Methylpropionyl)-dihydrolipoamide-E","HMDB0006868","47205290","17577","C04424",NA,"CC(C)C(=O)SCCC(CCCCC(=O)N)S","1"
"HMDB0006869","S-(2-Methylbutanoyl)-dihydrolipoamide","HMDB0006869","440565","28692","C05118",NA,"CCC(C)C(=O)SCCC(CCCCC(=O)N)S","1"
"HMDB0006889","3a,7a,12a-Trihydroxy-5b-cholest-24-enoyl-CoA","HMDB0006889","5280797","27505","C05460",NA,"CC(CC/C=C(\C)/C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)C4CCC5C4([C@H](CC6C5[C@@H](C[C@H]7C6(CC[C@H](C7)O)C)O)O)C","1"
"HMDB0006891","3a,7a,12a-Trihydroxy-5b-24-oxocholestanoyl-CoA","HMDB0006891","440690","27379","C05467",NA,"CC(CCC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)C4CC[C@@H]5C4([C@H](C[C@H]6C5[C@@H](C[C@H]7C6(CC[C@H](C7)O)C)O)O)C","1"
"HMDB0006893","3a,7a-Dihydroxy-5b-cholestane","HMDB0006893","3080603","28047","C05452",NA,"C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"HMDB0006894","3a,7a-Dihydroxy-5b-cholestan-26-al","HMDB0006894","53477906","27428","C05445",NA,"CC(CCCC(C)C1CCC2[C@@]1(CCC3C2[C@@H](CC4[C@@]3(CC[C@H](C4)O)C)O)C)C=O","1"
"HMDB0006947","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0006949","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0006950","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0006951","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0006961","Hydroxyacetone","HMDB0006961","8299","27957","C05235",NA,"CC(=O)CO","1"
"HMDB0010204","14,15-DiHETE","HMDB0010204","16061119","88459",NA,NA,"CC/C=C\CC(C(C/C=C\C/C=C\C/C=C\CCCC(=O)O)O)O","1"
"HMDB0010216","5,15-DiHETE","HMDB0010216","59878863","91286",NA,NA,"CCCCC[C@@H](/C=C/C=C\C/C=C\C=C\[C@H](CCCC(=O)O)O)O","1"
"HMDB0010217","5-KETE","HMDB0010217","5283159","52449","C14732",NA,"CCCCC/C=C\C/C=C\C/C=C\C=C\C(=O)CCCC(=O)O","1"
"HMDB0010316","Acetaminophen glucuronide","HMDB0010316","83944","32636",NA,NA,"CC(=O)NC1=CC=C(O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)C=C1","1"
"HMDB0010378","5,8,11-Eicosatrienoic acid","HMDB0010378","5312531","72865",NA,NA,"CCCCCCCC\C=C/C\C=C/C\C=C/CCCC(O)=O","1"
"HMDB0010384","LysoPC(18:0)","HMDB0010384","497299",NA,"C04230",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB0010385","LysoPC(18:1(11Z))","HMDB0010385","53480465",NA,"C04230",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB0010396","LysoPC(20:4(8Z,11Z,14Z,17Z))","HMDB0010396","53480469","86259","C04230",NA,"CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB0010405","LysoPC(24:0)","HMDB0010405","24779481",NA,"C04230",NA,"CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB0011123","trans,cis-Lauro-2,6-dienoyl-CoA","HMDB0011123","53480665",NA,"C05279",NA,"CCCCCC/C=C\C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@@H](C([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0011134","5-HETE","HMDB0011134","5280733","28209","C04805","6554","CCCCC/C=C\C/C=C\C/C=C\C=C\[C@H](CCCC(=O)O)O","1"
"HMDB0011635","p-Cresol sulfate","HMDB0011635","4615423","82914",NA,NA,"CC1=CC=C(OS(O)(=O)=O)C=C1","1"
"HMDB0011637","Taurohyocholate","HMDB0011637","0",NA,"C15516",NA,"[H][C@@]12C[C@H](O)CC[C@]1(C)C1CC[C@]3(C)C(CCC3C1[C@H](O)[C@@H]2O)[C@H](C)CCC(=O)NCCS(O)(=O)=O","1"
"HMDB0011665","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0011666","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0011689","Trans-2,3-dehydrododecanoyl-CoA","HMDB0011689","5280578",NA,"C03221",NA,"CCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0011723","2-Methylhippuric acid","HMDB0011723","91637","68455","C01586",NA,"CC1=CC=CC=C1C(=O)NCC(=O)O","1"
"HMDB0011733","Glycyl-glycine","HMDB0011733","11163","17201","C02037",NA,"NCC(=O)NCC(O)=O","1"
"HMDB0011735","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0011745","N-Acetylmethionine","HMDB0011745","6180","21557","C02712",NA,"CSCC[C@H](NC(C)=O)C(O)=O","1"
"HMDB0012108","LysoPC(17:0)","HMDB0012108","24779463","580913","C04230",NA,"CCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB0012130","(S)-2,3,4,5-Tetrahydropiperidine-2-carboxylate","HMDB0012130","24771808","49014","C00450",NA,"OC(=O)[C@@H]1CCCC=N1","1"
"HMDB0012134","1,2-Dihydroxy-3-keto-5-methylthiopentene","HMDB0012134","5462190","49252","C15606",NA,"CSCCC(=O)C(\O)=C\O","1"
"HMDB0012151","2-Keto-6-aminocaproate","HMDB0012151","439954","17534","C03239",NA,"NCCCCC(=O)C(O)=O","1"
"HMDB0012181","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0012219","Dopamine quinone","HMDB0012219","162602","74684","C17755",NA,"NCCC1=CC(=O)C(=O)C=C1","1"
"HMDB0012455","3 alpha,7 alpha,26-Trihydroxy-5beta-cholestane","HMDB0012455","53481409","28540","C05444",NA,"C[C@H](CCCC(C)CO)C1CCC2[C@@]1(CCC3C2[C@@H](CC4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"HMDB0012473","(3S)-3-Hydroxy-cis,cis-palmito-7,10-dienoyl-CoA","HMDB0012473","53481423",NA,NA,NA,"CCCCC/C=C\C/C=C\CCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@@H]([C@@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)([O-])[O-])O)O","1"
"HMDB0012476","(3S)-3-Hydroxydodec-cis-6-enoyl-CoA","HMDB0012476","53481428",NA,NA,NA,"CCCCC/C=C\CC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@@H]([C@@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)([O-])[O-])O)O","1"
"HMDB0012477","(3S)-3-Hydroxylinoleoyl-CoA","HMDB0012477","53481430",NA,NA,NA,"CCCCC/C=C\C/C=C\CCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@@H]([C@@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)([O-])[O-])O)O","1"
"HMDB0012490","1,2-Dehydrosalsolinol","HMDB0012490","20844","193796",NA,NA,"CC1=NCCC2=C1C=C(O)C(O)=C2","1"
"HMDB0012498","10,11-dihydro-12-oxo-LTB4","HMDB0012498","53481445",NA,NA,NA,"CCCCC/C=C\CC(=O)CC/C=C/C=C\[C@@H](CCCC(=O)O)O","1"
"HMDB0012502","10,11-dihydro-20-dihydroxy-LTB4","HMDB0012502","53481447",NA,NA,NA,"C(CCC(O)O)C/C=C\C[C@@H](CC/C=C/C=C\[C@@H](CCCC(=O)O)O)O","1"
"HMDB0012503","10,11-dihydro-20-trihydroxy-leukotriene B4","HMDB0012503","53481448",NA,NA,NA,"C(CCC(O)(O)O)C/C=C\C[C@@H](CC/C=C/C=C\[C@@H](CCCC(=O)O)O)O","1"
"HMDB0012504","10,11-dihydro-leukotriene B4","HMDB0012504","53481449",NA,NA,NA,"CCCCC/C=C\C[C@@H](CC/C=C/C=C\[C@@H](CCCC(=O)O)O)O","1"
"HMDB0012535","12S-HHT","HMDB0012535","5283141","63977","C20388",NA,"CCCCC[C@@H](/C=C/C=C/C/C=C\CCCC(=O)O)O","1"
"HMDB0012633","20-COOH-10,11-dihydro-LTB4","HMDB0012633","53481507",NA,NA,NA,"C(CCC(=O)O)C/C=C\C[C@@H](CC/C=C/C=C\[C@@H](CCCC(=O)O)O)O","1"
"HMDB0012635","20-dihydroxyleukotriene B4","HMDB0012635","53481509",NA,NA,NA,"C(CCC(O)O)C/C=C\C[C@@H](/C=C/C=C/C=C\[C@@H](CCCC(=O)O)O)O","1"
"HMDB0012641","20-oxo-leukotriene B4","HMDB0012641","6449839","63979",NA,NA,"C(CCC=O)C/C=C\C[C@H](/C=C/C=C/C=C\[C@H](CCCC(=O)O)O)O","1"
"HMDB0012643","20-Trihydroxy-leukotriene-B4","HMDB0012643","53481513",NA,NA,NA,"C(CCC(O)(O)O)C/C=C\C[C@@H](/C=C/C=C/C=C\[C@@H](CCCC(=O)O)O)O","1"
"HMDB0012715","3-hydroxyoctadecanoyl-CoA","HMDB0012715","53481517","50583","C16217",NA,"CCCCCCCCCCCCCCC[C@H](CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@@H]([C@@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)([O-])[O-])O)O","1"
"HMDB0012825","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0012874","9,13-cis-Retinoate","HMDB0012874","6419708",NA,"C00777",NA,"CC1=C(C(CCC1)(C)C)/C=C/C(=C\C=C\C(=C/C(=O)O)\C)/C","1"
"HMDB0012930","Docosanoyl-CoA","HMDB0012930","74346883",NA,NA,NA,"CCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@@H]([C@@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)([O-])[O-])O","1"
"HMDB0012943","Fe3+","HMDB0012943","29936","29034","C14819",NA,"[Fe+3]","1"
"HMDB0012969","Heptanoyl-CoA","HMDB0012969","53481563","37283",NA,NA,"CCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0012992","Leukoaminochrome","HMDB0012992","147311","74683","C17756",NA,"OC1=C(O)C=C2NCCC2=C1","1"
"HMDB0012999","Maltodecaose","HMDB0012999","53481573",NA,NA,NA,"OC[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](O)[C@H](O[C@@H]4[C@@H](O)[C@H](O)[C@H](O[C@@H]5[C@@H](O)[C@H](O)[C@H](O[C@@H]6[C@@H](O)[C@H](O)[C@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]8[C@H](O)[C@@H](O)[C@@H](O[C@H]9[C@H](O)[C@@H](O)[C@@H](O[C@H]%10[C@H](O)[C@@H](O)C(O)O[C@@H]%10CO)O[C@@H]9CO)O[C@@H]8CO)O[C@@H]7CO)O[C@H]6CO)O[C@H]5CO)O[C@H]4CO)O[C@H]3CO)O[C@H]2CO)[C@@H](O)[C@H](O)[C@H]1O","1"
"HMDB0013001","Maltononaose","HMDB0013001","53481575",NA,NA,NA,"OC[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](O)[C@H](O[C@@H]4[C@@H](O)[C@H](O)[C@H](O[C@@H]5[C@@H](O)[C@H](O)[C@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]8[C@H](O)[C@@H](O)[C@@H](O[C@H]9[C@H](O)[C@@H](O)C(O)O[C@@H]9CO)O[C@@H]8CO)O[C@@H]7CO)O[C@@H]6CO)O[C@H]5CO)O[C@H]4CO)O[C@H]3CO)O[C@H]2CO)[C@@H](O)[C@H](O)[C@H]1O","1"
"HMDB0013025","6,9,12,15,18,21-Tetracosahexaenoic acid","HMDB0013025","53481586",NA,NA,NA,"CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCCCC(=O)[O-]","1"
"HMDB0013028","Nonanoyl-CoA","HMDB0013028","439607","27770","C01942",NA,"CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0013031","O2'-4a-cyclic-tetrahydrobiopterin","HMDB0013031","53481451",NA,NA,NA,"C[C@H]1OC23NC(CNC2=NC(N)=NC3=O)[C@H]1O","1"
"HMDB0013037","Pentanoyl-CoA","HMDB0013037","439337","15536","C00888",NA,"CCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0013039","Prostaglandin G1","HMDB0013039","9548878",NA,NA,NA,"CCCCC[C@@H](/C=C/[C@@H]1[C@@H]2C[C@H]([C@H]1CCCCCCC(=O)O)OO2)OO","1"
"HMDB0013040","PGH3","HMDB0013040","101600091","15554","C00427",NA,"CC/C=C\C[C@H](/C=C/[C@H]1[C@H]2C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)OO2)O","1"
"HMDB0013041","Prostaglandin H1","HMDB0013041","50921242",NA,NA,NA,"CCCCC[C@@H](/C=C/[C@@H]1[C@@H]2C[C@H]([C@H]1CCCCCCC(=O)O)OO2)O","1"
"HMDB0013068","Salsolinol 1-carboxylate","HMDB0013068","7055179",NA,NA,NA,"C[C@@]1(NCCC2=C1C=C(O)C(O)=C2)C(O)=O","1"
"HMDB0013109","Tridecanoyl-CoA","HMDB0013109","53481606",NA,NA,NA,"CCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0013111","Ubiquinol-10","HMDB0013111","9962735","64183",NA,NA,"CC1=C(C(=C(C(=C1O)OC)OC)O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C","1"
"HMDB0013114","Undecanoyl-CoA","HMDB0013114","53481608",NA,NA,NA,"CCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0013123","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0013210","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0015247","Nifedipine","HMDB0015247","4485","7565","C07266",NA,"COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC","1"
"HMDB0015256","Tolbutamide","HMDB0015256","5505","27999","C07148",NA,"CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1","1"
"HMDB0015360","Paclitaxel","HMDB0015360","36314","45863","C07394",NA,"CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C","1"
"HMDB0015525","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0028848","Glycyl-Phenylalanine","HMDB0028848","97415",NA,NA,NA,"NCC(O)=NC(CC1=CC=CC=C1)C(O)=O","1"
"HMDB0028929","Leu-Gly","HMDB0028929","79070",NA,NA,NA,"CC(C)CC(N)C(=O)NCC(O)=O","1"
"HMDB0028933","Leucyl-Leucine","HMDB0028933","94244","73531","C11332",NA,"CC(C)CC(N)C(=O)NC(CC(C)C)C(O)=O","1"
"HMDB0030097","5-Hydroxyisourate","HMDB0030097","101957720","18072","C11821",NA,"O[C@@]12NC(=O)NC1=NC(=O)NC2=O","1"
"HMDB0034829","Sulfurous acid","HMDB0034829","1100","48854","C00094","3223","OS(O)=O","1"
"HMDB0036083","Carveol","HMDB0036083","7438","23046",NA,NA,"CC(=C)C1CC=C(C)C(O)C1","1"
"HMDB0059616","all-trans-Decaprenyl diphosphate","HMDB0059616","5462210","53043","C17432",NA,"CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(O)(=O)OP(O)(O)=O","1"
"HMDB0059621","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0059634","I(-)","HMDB0059634","24841","43451","C05590",NA,"I","1"
"HMDB0059646","nicotinate beta-D-ribonucleotide","HMDB0059646","121992","15763","C01185",NA,"O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)[N+]1=CC=CC(=C1)C(O)=O","1"
"HMDB0059653","N(6)-(1,2-dicarboxyethyl)AMP","HMDB0059653","447145","15919","C03794",NA,"O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C(N[C@@H](CC(O)=O)C(O)=O)N=CN=C12","1"
"HMDB0059658","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0060074","Reverse-triiodthyronine","HMDB0060074","22069","28774",NA,NA,"NC(CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C=C1)C(O)=O","1"
"HMDB0060076","3'-Monoiodo-L-thyronine 4'-O-sulfate","HMDB0060076","131769815",NA,NA,NA,"N[C@H](CC1=CC=C(OC2=CC(I)=C(OS(O)(=O)=O)C=C2)C=C1)C(O)=O","1"
"HMDB0060079","[(2R,3S,4R,5R)-5-(2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl {[(3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl phosphonato]oxy}phosphonate","HMDB0060079","53477679",NA,"C00029","5278","OC[C@@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@@H]2O[C@@H]([C@@H](O)[C@H]2O)N2C=CC(=O)NC2=O)[C@@H](O)[C@H](O)[C@H]1O","1"
"HMDB0060095","Prostaglandin-c2","HMDB0060095","5280882","27555","C05955",NA,"CCCCC[C@H](O)\C=C\C1=CCC(=O)[C@@H]1C\C=C/CCCC(O)=O","1"
"HMDB0060106","15-Hydroperoxyeicosa-8Z,11Z,13E-trienoate","HMDB0060106","131769824",NA,NA,NA,"CCCCCC(OO)\C=C\C=C/C\C=C/CCCCCCC(O)=O","1"
"HMDB0060138","5beta-Cholestane-3alpha,7alpha,27-triol","HMDB0060138","131769843",NA,NA,NA,"C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@H]3[C@@H](O)C[C@H]4C[C@@H](O)CC[C@@]4(C)[C@@H]3CC[C@]12C","1"
"HMDB0060140","4-Hydroxybenoyl-CoA","HMDB0060140","168718","15500","C02949",NA,"CC(C)(CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1=CC=C(O)C=C1","1"
"HMDB0060142","4-Methylzymosterol intermediate 2","HMDB0060142","131769846",NA,NA,NA,"C[C@H](CCC=C(C)C)[C@H]1CC[C@@H]2C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)[C@H](C)[C@H]1CC3","1"
"HMDB0060146","4-Methylzymosterol intermediate 1","HMDB0060146","131769850",NA,NA,NA,"C[C@@H](CCC=C(C)C)[C@@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@](C)([C@H]1CC3)C(O)=O","1"
"HMDB0060147","4,4-Dimethylcholesta-8(9),14-dien-3beta-ol","HMDB0060147","131769845",NA,NA,NA,"CC(C)CCC[C@H](C)[C@@H]1CC=C2C3=C(CC[C@@]12C)[C@]1(C)CC[C@@H](O)C(C)(C)[C@@H]1CC3","1"
"HMDB0060153","4-coumaroyl-CoA","HMDB0060153","6440013","15499","C00223",NA,"CC(C)(COP(=O)(O)OP(=O)(O)OC1O(n2cnc3c(N)ncnc32)(O)1OP(=O)(O)O)(O)C(=O)NCCC(=O)NCCSC(=O)C=Cc1ccc(O)cc1","1"
"HMDB0060159","Ebastine","HMDB0060159","3191",NA,NA,NA,"CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1","1"
"HMDB0060173","N-Methylethanolaminium phosphate","HMDB0060173","439436","16463","C01210",NA,"CNCCOP(O)(O)=O","1"
"HMDB0060175","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0060176","(S)-3-Sulfonatolactate","HMDB0060176","443233","16712","C11499",NA,"O[C@H](CS(O)(=O)=O)C(O)=O","1"
"HMDB0060177","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0060179","3-Sulfino-alanine","HMDB0060179","1549098","16345","C00606",NA,"N[C@@H](C[S@@](O)=O)C(O)=O","1"
"HMDB0060180","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0060186","trans,cis,cis-2,11,14-Eicosatrienoyl-CoA","HMDB0060186","131769866",NA,NA,NA,"CCCCC\C=C/C\C=C/CCCCCCC\C=C\C(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12","1"
"HMDB0060187","3-Oxoeicosa-cis,cis-11,14-dienoyl-CoA","HMDB0060187","131769867",NA,NA,NA,"CCCCC\C=C/C\C=C/CCCCCCCC(=O)CC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12","1"
"HMDB0060188","cis,cis-11,14-Eicosadienoyl-CoA","HMDB0060188","131769868",NA,NA,NA,"CCCCC\C=C/C\C=C/CCCCCCCCCC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12","1"
"HMDB0060189","(3S)-Hydroxy-eicosa-cis,cis-11,14-dienoyl-CoA","HMDB0060189","131769869",NA,NA,NA,"CCCCC\C=C/C\C=C/CCCCCCC[C@H](O)CC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12","1"
"HMDB0060197","2-trans-7,10,13,16,19-all-cis-Docosahexaenoyl-CoA","HMDB0060197","131769873",NA,NA,NA,"CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC\C=C\C(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12","1"
"HMDB0060200","3-Oxo-docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA","HMDB0060200","131769876",NA,NA,NA,"CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)CC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12","1"
