metabs,BIGG,HMDB_comp,name,formula,formula_det,inchi,super_class,class,sub_class,CID
HMDB0000172,ile_L_c,HMDB0000172_c,L-Isoleucine,C6H13NO2,[H]C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",6306
HMDB0000172,ile_L_c,HMDB0000172_c,L-Isoleucine,C6H13NO2,[H]C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA
HMDB0000172,ile_L_m,HMDB0000172_m,L-Isoleucine,C6H13NO2,[H]C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",6306
HMDB0000172,ile_L_m,HMDB0000172_m,L-Isoleucine,C6H13NO2,[H]C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA
HMDB0000172,ile_L_e,HMDB0000172_e,L-Isoleucine,C6H13NO2,[H]C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",6306
HMDB0000172,ile_L_e,HMDB0000172_e,L-Isoleucine,C6H13NO2,[H]C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA
HMDB0000174,fuc_L_c,HMDB0000174_c,L-Fucose,C6H12O5,[H]OC1([H])O[C@@]([H])(C([H])([H])[H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],"InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3+,4+,5-,6?/m0/s1",Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA
HMDB0000174,fuc_L_l,HMDB0000174_l,L-Fucose,C6H12O5,[H]OC1([H])O[C@@]([H])(C([H])([H])[H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],"InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3+,4+,5-,6?/m0/s1",Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA
HMDB0000174,fuc_L_e,HMDB0000174_e,L-Fucose,C6H12O5,[H]OC1([H])O[C@@]([H])(C([H])([H])[H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],"InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3+,4+,5-,6?/m0/s1",Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA
HMDB0000175,imp_c,HMDB0000175_c,Inosine-5'-Monophosphate,C10H11N4O8P,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])([O-])=O)[C@@]1([H])O[H])N1C([H])=NC2=C1N=C([H])N([H])C2=O,"InChI=1S/C10H13N4O8P/c15-6-4(1-21-23(18,19)20)22-10(7(6)16)14-3-13-5-8(14)11-2-12-9(5)17/h2-4,6-7,10,15-16H,1H2,(H,11,12,17)(H2,18,19,20)/p-2/t4-,6-,7-,10-/m1/s1","Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,126800
HMDB0000175,imp_e,HMDB0000175_e,Inosine-5'-Monophosphate,C10H11N4O8P,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])([O-])=O)[C@@]1([H])O[H])N1C([H])=NC2=C1N=C([H])N([H])C2=O,"InChI=1S/C10H13N4O8P/c15-6-4(1-21-23(18,19)20)22-10(7(6)16)14-3-13-5-8(14)11-2-12-9(5)17/h2-4,6-7,10,15-16H,1H2,(H,11,12,17)(H2,18,19,20)/p-2/t4-,6-,7-,10-/m1/s1","Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,126800
HMDB0000177,his_L_e,HMDB0000177_e,L-Histidine,C6H9N3O2,[H]N1C([H])=NC(=C1[H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/s2",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA
HMDB0000177,his_L_e,HMDB0000177_e,L-Histidine,C6H9N3O2,[H]N1C([H])=NC(=C1[H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/s2",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",6274
HMDB0000177,his_L_c,HMDB0000177_c,L-Histidine,C6H9N3O2,[H]N1C([H])=NC(=C1[H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/s2",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA
HMDB0000177,his_L_c,HMDB0000177_c,L-Histidine,C6H9N3O2,[H]N1C([H])=NC(=C1[H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/s2",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",6274
HMDB0000177,his_L_m,HMDB0000177_m,L-Histidine,C6H9N3O2,[H]N1C([H])=NC(=C1[H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/s2",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA
HMDB0000177,his_L_m,HMDB0000177_m,L-Histidine,C6H9N3O2,[H]N1C([H])=NC(=C1[H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/s2",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",6274
HMDB0000181,34dhphe_c,HMDB0000181_c,L-Dopa,C9H11NO4,[H]OC1=C([H])C([H])=C(C([H])=C1O[H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA
HMDB0000181,34dhphe_c,HMDB0000181_c,L-Dopa,C9H11NO4,[H]OC1=C([H])C([H])=C(C([H])=C1O[H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",6047
HMDB0000181,34dhphe_e,HMDB0000181_e,L-Dopa,C9H11NO4,[H]OC1=C([H])C([H])=C(C([H])=C1O[H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA
HMDB0000181,34dhphe_e,HMDB0000181_e,L-Dopa,C9H11NO4,[H]OC1=C([H])C([H])=C(C([H])=C1O[H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",6047
HMDB0000182,lys_L_c,HMDB0000182_c,L-Lysine,C6H15N2O2,[H][N+]([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/p+1/t5-/s2",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",5962
HMDB0000182,lys_L_c,HMDB0000182_c,L-Lysine,C6H15N2O2,[H][N+]([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/p+1/t5-/s2",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA
HMDB0000182,lys_L_n,HMDB0000182_n,L-Lysine,C6H15N2O2,[H][N+]([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/p+1/t5-/s2",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",5962
HMDB0000182,lys_L_n,HMDB0000182_n,L-Lysine,C6H15N2O2,[H][N+]([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/p+1/t5-/s2",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA
HMDB0000182,lys_L_e,HMDB0000182_e,L-Lysine,C6H15N2O2,[H][N+]([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/p+1/t5-/s2",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",5962
HMDB0000182,lys_L_e,HMDB0000182_e,L-Lysine,C6H15N2O2,[H][N+]([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/p+1/t5-/s2",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA
HMDB0000182,lys_L_x,HMDB0000182_x,L-Lysine,C6H15N2O2,[H][N+]([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/p+1/t5-/s2",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",5962
HMDB0000182,lys_L_x,HMDB0000182_x,L-Lysine,C6H15N2O2,[H][N+]([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/p+1/t5-/s2",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA
HMDB0000182,lys_L_m,HMDB0000182_m,L-Lysine,C6H15N2O2,[H][N+]([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/p+1/t5-/s2",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",5962
HMDB0000182,lys_L_m,HMDB0000182_m,L-Lysine,C6H15N2O2,[H][N+]([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/p+1/t5-/s2",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA
HMDB0000186,lcts_g,HMDB0000186_g,Lactose,C12H22O11,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(O[C@@]2([H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])(O[H])O[C@]2([H])C([H])([H])O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])O[H],"InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5+,6+,7-,8-,9-,10-,11?,12+/m1/s1",Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,440995
HMDB0000186,lcts_e,HMDB0000186_e,Lactose,C12H22O11,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(O[C@@]2([H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])(O[H])O[C@]2([H])C([H])([H])O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])O[H],"InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5+,6+,7-,8-,9-,10-,11?,12+/m1/s1",Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,440995
HMDB0000187,ser_L_c,HMDB0000187_c,L-Serine,C3H7NO3,[H]OC([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA
HMDB0000187,ser_L_x,HMDB0000187_x,L-Serine,C3H7NO3,[H]OC([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA
HMDB0000187,ser_L_m,HMDB0000187_m,L-Serine,C3H7NO3,[H]OC([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA
HMDB0000187,ser_L_e,HMDB0000187_e,L-Serine,C3H7NO3,[H]OC([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA
HMDB0000189,NA,NA,NA,NA,NA,NA,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,8583
HMDB0000190,lac_L_m,HMDB0000190_m,(S)-Lactate,C3H5O3,[H]O[C@]([H])(C([O-])=O)C([H])([H])[H],"InChI=1/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/p-1/t2-/s2",Organic acids and derivatives,Hydroxy acids and derivatives,Alpha hydroxy acids and derivatives,107689
HMDB0000190,lac_L_x,HMDB0000190_x,(S)-Lactate,C3H5O3,[H]O[C@]([H])(C([O-])=O)C([H])([H])[H],"InChI=1/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/p-1/t2-/s2",Organic acids and derivatives,Hydroxy acids and derivatives,Alpha hydroxy acids and derivatives,107689
HMDB0000190,lac_L_c,HMDB0000190_c,(S)-Lactate,C3H5O3,[H]O[C@]([H])(C([O-])=O)C([H])([H])[H],"InChI=1/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/p-1/t2-/s2",Organic acids and derivatives,Hydroxy acids and derivatives,Alpha hydroxy acids and derivatives,107689
HMDB0000190,lac_L_e,HMDB0000190_e,(S)-Lactate,C3H5O3,[H]O[C@]([H])(C([O-])=O)C([H])([H])[H],"InChI=1/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/p-1/t2-/s2",Organic acids and derivatives,Hydroxy acids and derivatives,Alpha hydroxy acids and derivatives,107689
HMDB0000191,asp_L_c,HMDB0000191_c,L-Aspartate,C4H6NO4,[H][N+]([H])([H])[C@]([H])(C([O-])=O)C([H])([H])C([O-])=O,"InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/p-1/t2-/m0/s1",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",5960
HMDB0000191,asp_L_m,HMDB0000191_m,L-Aspartate,C4H6NO4,[H][N+]([H])([H])[C@]([H])(C([O-])=O)C([H])([H])C([O-])=O,"InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/p-1/t2-/m0/s1",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",5960
HMDB0000191,asp_L_e,HMDB0000191_e,L-Aspartate,C4H6NO4,[H][N+]([H])([H])[C@]([H])(C([O-])=O)C([H])([H])C([O-])=O,"InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/p-1/t2-/m0/s1",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",5960
HMDB0000192,Lcystin_c,HMDB0000192_c,L-Cystine,C6H12N2O4S2,[H][N+]([H])([H])[C@]([H])(C([O-])=O)C([H])([H])SSC([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1/C6H12N2O4S2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)/t3-,4-/s2",NA,NA,NA,67678
HMDB0000192,Lcystin_c,HMDB0000192_c,L-Cystine,C6H12N2O4S2,[H][N+]([H])([H])[C@]([H])(C([O-])=O)C([H])([H])SSC([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1/C6H12N2O4S2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)/t3-,4-/s2",NA,NA,NA,NA
HMDB0000192,Lcystin_e,HMDB0000192_e,L-Cystine,C6H12N2O4S2,[H][N+]([H])([H])[C@]([H])(C([O-])=O)C([H])([H])SSC([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1/C6H12N2O4S2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)/t3-,4-/s2",NA,NA,NA,67678
HMDB0000192,Lcystin_e,HMDB0000192_e,L-Cystine,C6H12N2O4S2,[H][N+]([H])([H])[C@]([H])(C([O-])=O)C([H])([H])SSC([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],"InChI=1/C6H12N2O4S2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)/t3-,4-/s2",NA,NA,NA,NA
HMDB0000193,icit_e,HMDB0000193_e,Isocitric Acid,C6H5O7,[H]OC([H])(C([O-])=O)C([H])(C([O-])=O)C([H])([H])C([O-])=O,"InChI=1/C6H8O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2,4,9H,1H2,(H,7,8)(H,10,11)(H,12,13)/p-3",Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,NA
HMDB0000193,icit_x,HMDB0000193_x,Isocitric Acid,C6H5O7,[H]OC([H])(C([O-])=O)C([H])(C([O-])=O)C([H])([H])C([O-])=O,"InChI=1/C6H8O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2,4,9H,1H2,(H,7,8)(H,10,11)(H,12,13)/p-3",Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,NA
HMDB0000193,icit_m,HMDB0000193_m,Isocitric Acid,C6H5O7,[H]OC([H])(C([O-])=O)C([H])(C([O-])=O)C([H])([H])C([O-])=O,"InChI=1/C6H8O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2,4,9H,1H2,(H,7,8)(H,10,11)(H,12,13)/p-3",Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,NA
HMDB0000193,icit_c,HMDB0000193_c,Isocitric Acid,C6H5O7,[H]OC([H])(C([O-])=O)C([H])(C([O-])=O)C([H])([H])C([O-])=O,"InChI=1/C6H8O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2,4,9H,1H2,(H,7,8)(H,10,11)(H,12,13)/p-3",Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,NA
HMDB0000195,ins_e,HMDB0000195_e,Inosine,C10H12N4O5,[H]OC1=C2N=C([H])N(C2=NC([H])=N1)[C@]1([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@@]1([H])O[H],"InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7-,10-/m1/s1","Nucleosides, nucleotides, and analogues",Purine nucleosides,NA,6021
HMDB0000195,ins_c,HMDB0000195_c,Inosine,C10H12N4O5,[H]OC1=C2N=C([H])N(C2=NC([H])=N1)[C@]1([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@@]1([H])O[H],"InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7-,10-/m1/s1","Nucleosides, nucleotides, and analogues",Purine nucleosides,NA,6021
HMDB0000197,ind3ac_c,HMDB0000197_c,Indole-3-Acetate,C10H8NO2,[H]N1C([H])=C(C2=C([H])C([H])=C([H])C([H])=C12)C([H])([H])C([O-])=O,"InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)/p-1",Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives,802
HMDB0000197,ind3ac_m,HMDB0000197_m,Indole-3-Acetate,C10H8NO2,[H]N1C([H])=C(C2=C([H])C([H])=C([H])C([H])=C12)C([H])([H])C([O-])=O,"InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)/p-1",Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives,802
HMDB0000197,ind3ac_e,HMDB0000197_e,Indole-3-Acetate,C10H8NO2,[H]N1C([H])=C(C2=C([H])C([H])=C([H])C([H])=C12)C([H])([H])C([O-])=O,"InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)/p-1",Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives,802
HMDB0000201,acrn_x,HMDB0000201_x,O-Acetylcarnitine,C9H17NO4,[H]C([H])([H])C(=O)O[C@]([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],"InChI=1S/C9H17NO4/c1-7(11)14-8(5-9(12)13)6-10(2,3)4/h8H,5-6H2,1-4H3/t8-/m1/s1",Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,7045767
HMDB0000201,acrn_e,HMDB0000201_e,O-Acetylcarnitine,C9H17NO4,[H]C([H])([H])C(=O)O[C@]([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],"InChI=1S/C9H17NO4/c1-7(11)14-8(5-9(12)13)6-10(2,3)4/h8H,5-6H2,1-4H3/t8-/m1/s1",Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,7045767
HMDB0000201,acrn_c,HMDB0000201_c,O-Acetylcarnitine,C9H17NO4,[H]C([H])([H])C(=O)O[C@]([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],"InChI=1S/C9H17NO4/c1-7(11)14-8(5-9(12)13)6-10(2,3)4/h8H,5-6H2,1-4H3/t8-/m1/s1",Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,7045767
HMDB0000201,acrn_m,HMDB0000201_m,O-Acetylcarnitine,C9H17NO4,[H]C([H])([H])C(=O)O[C@]([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],"InChI=1S/C9H17NO4/c1-7(11)14-8(5-9(12)13)6-10(2,3)4/h8H,5-6H2,1-4H3/t8-/m1/s1",Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,7045767
HMDB0000201,acrn_r,HMDB0000201_r,O-Acetylcarnitine,C9H17NO4,[H]C([H])([H])C(=O)O[C@]([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],"InChI=1S/C9H17NO4/c1-7(11)14-8(5-9(12)13)6-10(2,3)4/h8H,5-6H2,1-4H3/t8-/m1/s1",Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,7045767
